Order_ID,Order_Date,Customer_ID,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Customer_Segment,Payment_Method,Order_Status
ORD-00812,2025-04-18,CUST-0286,Chennai,Clothing,Laptop,5.0,713.08,0.05,3387.14,2933.32,453.82,Corporate,Cash,Completed
ORD-00478,2025-04-15,CUST-0212,Lucknow,Clothing,Cap,5.0,487.82,0.15,2073.22,1402.4,670.82,Small Business,Bank Transfer,Completed
ORD-00433,2025-05-31,CUST-0230,Mumbai,Clothing,Jeans,4.0,1746.41,0.05,6636.37,4875.61,1760.75,Small Business,Card,Returned
ORD-00791,2025-06-08,CUST-0309,Mumbai,Office Supplies,Pen,8.0,36.78,0.15,250.13,169.84,80.29,Corporate,Card,Completed
ORD-00741,2025-07-02,CUST-0211,Chennai,Electronics,Keyboard,7.0,1752.56,0.1,11041.13,6510.61,4530.52,Consumer,UPI,Completed
ORD-00529,2025-03-22,CUST-0256,Bangalore,Clothing,Cap,2.0,540.08,0.05,1026.15,700.49,325.66,Corporate,Cash,Returned
ORD-00737,2025-04-01,CUST-0286,Hyderabad,Office Supplies,Stapler,1.0,200.44,0.0,200.44,136.97,63.47,Corporate,UPI,Returned
ORD-00138,2025-11-07,CUST-0227,Hyderabad,Electronics,Keyboard,7.0,1605.44,0.15,9552.39,6834.74,2717.65,Small Business,Bank Transfer,Completed
ORD-00953,2025-02-01,CUST-0137,Hyderabad,Furniture,Table,2.0,8052.9,0.0,16105.8,9934.36,6171.44,Small Business,Cash,Returned
ORD-00372,2025-07-22,CUST-0170,Chennai,Furniture,Bookshelf,7.0,6982.84,0.0,48879.87,34992.99,13886.88,Consumer,Card,Completed
ORD-00949,2025-03-29,CUST-0091,Chennai,Electronics,Headphones,5.0,2586.99,0.15,10994.7,6729.29,4265.42,Small Business,UPI,Completed
ORD-00759,2025-07-29,CUST-0131,Bangalore,Furniture,Chair,5.0,5221.21,0.15,22190.15,18780.64,3409.51,Consumer,Cash,Pending
ORD-00248,2025-09-08,CUST-0329,Pune,Clothing,Cap,6.0,494.55,0.1,2670.6,1780.24,890.36,Corporate,Bank Transfer,Pending
ORD-00929,2025-09-19,CUST-0328,Lucknow,Clothing,T-Shirt,8.0,753.56,0.15,5124.2,3597.08,1527.12,Consumer,Card,Cancelled
ORD-00324,2025-01-24,CUST-0206,Delhi,Office Supplies,Notebook,4.0,123.37,0.2,394.78,305.6,89.18,Consumer,Cash,Pending
ORD-00466,2025-08-01,CUST-0170,Bangalore,Furniture,Desk,2.0,8026.26,0.05,15249.9,12589.2,2660.7,Corporate,Cash,Pending
ORD-00209,2025-06-16, CUST-0340 ,Bangalore,Clothing,T-Shirt,4.0,656.57,0.2,2101.04,1383.45,717.59,Small Business,Bank Transfer,Cancelled
ORD-00707,2025-05-29,CUST-0284,Bangalore,Clothing,Cap,3.0,465.46,0.15,1186.93,675.17,511.76,Consumer,Bank Transfer,Completed
ORD-00668,2025-02-18,CUST-0317,Pune,Clothing,T-Shirt,2.0,799.71,0.2,1279.53,978.34,301.19,Consumer,UPI,Cancelled
ORD-00211,2025-06-02,CUST-0148,Pune,Clothing,Jeans,5.0,1957.45,0.05,9297.9,7536.64,1761.26,Corporate,Card,Returned
ORD-00583,2025-11-10,CUST-0082,Mumbai,Clothing,Jacket,7.0,2694.68,0.2,15090.23,12372.92,2717.31,Small Business,Bank Transfer,Cancelled
ORD-00079,2025-09-09,CUST-0038,Hyderabad,Electronics,Keyboard,2.0,1682.63,0.15,2860.46,2292.19,568.28,Consumer,Cash,Completed
ORD-00030,2025-04-15,CUST-0343,Mumbai,Electronics,Monitor,6.0,10362.82,0.1,55959.22,36785.3,19173.92,Corporate,UPI,Completed
ORD-00873,2025-11-30,CUST-0346,Chennai,Clothing,Shoes,2.0,2437.12,0.1,4386.81,3109.56,1277.25,Small Business,Cash,Pending
ORD-00910,2025-05-07,CUST-0270,Hyderabad,Electronics,Mouse,7.0,933.66,0.2,5228.49,3534.67,1693.82,Consumer,UPI,Cancelled
ORD-00828,2025-06-23,cust-0121,Hyderabad,Electronics,Laptop,1.0,48196.11,0.15,40966.69,35198.42,5768.27,Corporate,Card,Completed
ORD-00651,2025-03-19,CUST-0169,Delhi,Furniture,Chair,7.0,4297.38,0.1,27073.49,23254.77,3818.71,Small Business,Bank Transfer,Cancelled
ORD-00293,2025-01-22,CUST-0226,Mumbai,Electronics,Monitor,6.0,12480.24,0.2,59905.17,37695.21,22209.96,Corporate,Card,Pending
ORD-00166,2025-10-08,CUST-0312,Delhi,Electronics,Laptop,4.0,52623.55,0.05,199969.49,159993.43,39976.06,Corporate,Bank Transfer,Completed
ORD-00568,2025-12-14,CUST-0314,Mumbai,Clothing,Jeans,7.0,1898.96,0.2,10634.17,6115.96,4518.21,Small Business,Card,Pending
ORD-00843,2025-01-12,CUST-0175,Lucknow,Clothing,T-Shirt,1.0,622.83,0.15,529.41,441.77,87.64,Corporate,Bank Transfer,Completed
ORD-00468,2025-03-27,CUST-0133,Delhi,Furniture,Desk,3.0,8113.53,0.0,24340.6,15574.61,8765.99,Small Business,Card,Cancelled
ORD-00066,2025-12-23,CUST-0155,Pune,Clothing,Shoes,4.0,2438.06,0.0,9752.23,6078.52,3673.71,Consumer,Cash,Cancelled
ORD-00142,2025-08-12,CUST-0010,Lucknow,Furniture,Cabinet,7.0,5776.05,0.0,40432.35,23491.76,16940.58,Consumer,Bank Transfer,Completed
ORD-00988,2025-07-15,CUST-0333,Chennai,Furniture,Cabinet,5.0,5637.71,0.1,25369.68,21828.68,3540.99,Consumer,Card,Pending
ORD-00838,2025-07-13,CUST-0244,Jaipur,Clothing,Cap,8.0,543.5,0.1,3913.23,2545.73,1367.5,Small Business,Card,Completed
ORD-00686,2025-07-07,CUST-0090,Hyderabad,Clothing,Jacket,1.0,3424.26,0.1,3081.83,1879.06,1202.77,Small Business,Cash,Cancelled
ORD-00329,2025-08-23,CUST-0044,Delhi,Office Supplies,Notebook,7.0,112.22,0.1,706.96,473.53,233.43,Consumer,Cash,Cancelled
ORD-00528,2025-05-05,CUST-0005,Pune,Electronics,Mouse,2.0,1034.44,0.15,1758.55,1170.73,587.82,Small Business,Cash,Cancelled
ORD-00918,2025-02-21,CUST-0091,Bangalore,Clothing,Jacket,1.0,3280.59,0.2,2624.47,2012.02,612.45,Consumer,UPI,Completed
ORD-00596,2025-05-11,cust-0035,Pune,Office Supplies,Printer Paper,4.0,391.59,0.1,1409.73,1046.19,363.55,Consumer,UPI,Completed
ORD-00222,2025-03-13,CUST-0245,Chennai,Office Supplies,Notebook,2.0,115.47,0.05,219.4,147.51,71.89,Small Business,UPI,Completed
ORD-00262,2025-11-13,CUST-0152,Bangalore,Clothing,Shoes,7.0,2852.44,0.0,19967.05,16530.71,3436.34,Small Business,Card,Returned
ORD-00311,2025-12-04,CUST-0155,Pune,Office Supplies,Notebook,5.0,108.64,0.0,543.21,336.3,206.92,Small Business,Card,Cancelled
ORD-00911,2025-05-28,CUST-0331,Hyderabad,Clothing,Shoes,1.0,2279.27,0.0,2279.27,1344.9,934.37,Small Business,Bank Transfer,Completed
ORD-00308,2025-09-29,CUST-0289,Chennai,Office Supplies,Pen,3.0,44.48,0.0,133.45,113.95,19.5,Consumer,Cash,Cancelled
ORD-00050,2025-04-12,CUST-0076,Pune,Office Supplies,Notebook,5.0,102.92,0.05,488.85,286.27,202.58,Small Business,Cash,Completed
ORD-00752,2025-07-31,CUST-0137,Chennai,Office Supplies,Stapler,2.0,154.38,0.05,293.33,194.36,98.97,Corporate,UPI,Returned
ORD-00003,2025-05-23,CUST-0004,Chennai,Furniture,Cabinet,8.0,5380.83,0.2,34437.33,20713.31,13724.03,Consumer,Card,Returned
ORD-00712,2025-05-20,CUST-0185,Bangalore,Office Supplies,Stapler,3.0,155.24,0.0,465.73,278.95,186.78,Corporate,Bank Transfer,Returned
ORD-00356,2025-11-30,CUST-0116,Chennai,Office Supplies,File Folder,8.0,97.03,0.2,620.97,463.59,157.38,Consumer,Card,Pending
ORD-00915,2025-01-14,CUST-0038,Delhi,Clothing,Jeans,1.0,1961.31,0.15,1667.11,1078.01,589.1,Consumer,Bank Transfer,Pending
ORD-00543,2025-07-25,CUST-0259,Mumbai,Clothing,Shoes,3.0,2833.55,0.2,6800.52,4789.21,2011.3,Consumer,UPI,Returned
ORD-00774,2025-05-01,CUST-0317,Bangalore,Furniture,Table,5.0,8188.48,0.1,36848.17,26957.19,9890.98,Consumer,Bank Transfer,Completed
ORD-00627,2025-09-18,CUST-0218,Chennai,Clothing,Shoes,3.0,2212.98,0.15,5643.1,3336.83,2306.27,Small Business,Bank Transfer,Pending
ORD-00714,2025-12-17,CUST-0186,Lucknow,Furniture,Cabinet,5.0,5108.89,0.1,6204.61,19865.62,3124.39,Corporate,Cash,Cancelled
ORD-00584,2025-03-16,CUST-0092,Bangalore,Clothing,T-Shirt,3.0,769.75,0.05,2193.78,1573.96,619.82,Corporate,Cash,Pending
ORD-00034,2025-10-11,CUST-0080,Bangalore,Office Supplies,Notebook,2.0,107.07,0.0,214.15,174.47,39.68,Corporate,UPI,Completed
ORD-00032,2025-06-28,CUST-0036,Pune,Electronics,Laptop,5.0,60424.17,0.05,287014.8,191647.99,95366.81,Small Business,Card,Completed
ORD-00232,2025-02-11,CUST-0350,Chennai,Office Supplies,Jacket,7.0,3221.44,0.15,19167.57,14232.15,4935.43,Corporate,Card,Returned
ORD-00757,2025-09-14,CUST-0062,Bangalore,Electronics,Headphones,2.0,2841.64,0.2,4546.63,2528.0,2018.63,Consumer,UPI,Pending
ORD-00193,2025-08-21,CUST-0038,Pune,Office Supplies,Stapler,7.0,192.69,0.1,1213.97,989.57,224.4,Small Business,Cash,Completed
ORD-00881,2025-09-04,CUST-0170,Hyderabad,Furniture,Desk,4.0,8876.82,0.05,33731.91,27951.54,5780.37,Small Business,Bank Transfer,Completed
ORD-00004,2025-02-22,CUST-0048,Jaipur,Clothing,Jacket,4.0,2602.28,0.1,9368.19,7830.29,1537.9,Consumer,Bank Transfer,Completed
ORD-00205,2025-01-09,CUST-0189,Hyderabad,Office Supplies,File Folder,5.0,100.95,0.15,429.02,248.88,180.13,Small Business,Unknown,Returned
ORD-00495,2025-04-04,CUST-0262,Lucknow,Office Supplies,File Folder,5.0,83.15,0.15,353.4,289.9,63.5,Corporate,UPI,Pending
ORD-00582,2025-03-05,CUST-0047,Mumbai,Furniture,Table,6.0,7129.02,0.05,40635.4,32319.68,8315.72,Corporate,Cash,Returned
ORD-00482,2025-01-20,CUST-0197,Pune,Electronics,Keyboard,2.0,1477.77,0.2,2364.43,1604.19,760.24,Corporate,Bank Transfer,Cancelled
ORD-00110,2025-06-30,CUST-0113,Hyderabad,Electronics,Monitor,4.0,12538.68,0.2,40123.77,33312.51,6811.26,Corporate,Card,Cancelled
ORD-00291,2025-03-27,CUST-0043,Hyderabad,Clothing,Shoes,8.0,2469.35,0.15,16791.59,14665.96,2125.64,Corporate,Cash,Completed
ORD-00078,2025-09-03,CUST-0226,Mumbai,Furniture,Table,5.0,8592.71,0.15,36519.03,23002.54,13516.49,Consumer,UPI,Completed
ORD-00085,2025-03-14,CUST-0037,Unknown,Electronics,Monitor,3.0,10346.79,0.1,27936.33,20812.42,7123.91,Small Business,Cash,Completed
ORD-00360,2025-05-02,CUST-0050,Jaipur,Furniture,Table,5.0,6654.67,0.1,29946.01,23692.87,1718.415,Small Business,Cash,Pending
ORD-00083,2025-01-17,CUST-0119,Hyderabad,Electronics,Headphones,8.0,2192.72,0.1,15787.56,13035.0,2752.56,Small Business,UPI,Returned
ORD-00257,2025-09-01,CUST-0139,Delhi,Electronics,Monitor,4.0,13557.82,0.2,43385.03,36261.26,7123.78,Consumer,Cash,Completed
ORD-00353,2025-06-27,CUST-0164,Bangalore,Electronics,T-Shirt,2.0,2172.53,0.05,4127.81,3618.8,509.01,Corporate,Card,Returned
ORD-00371,2025-12-02,CUST-0249,Lucknow,Electronics,Keyboard,5.0,1582.09,0.15,6723.87,4366.85,2357.02,Corporate,Bank Transfer,Completed
ORD-00405,2025-02-26,cust-0294,Pune,Office Supplies,Jacket,1.0,2955.76,0.0,2955.76,1736.12,1219.64,Consumer,Bank Transfer,Completed
ORD-00526,2025-09-24,CUST-0063,Bangalore,Office Supplies,Printer Paper,1.0,500.58,0.2,400.47,290.16,110.31,Small Business,UPI,Pending
ORD-00310,2025-08-08,CUST-0162,Bangalore,Electronics,Laptop,7.0,60052.32,0.1,378329.62,301500.6,76829.02,Consumer,Card,Completed
ORD-00823,2025-01-05,CUST-0144,Jaipur,Clothing,Cap,6.0,438.37,0.1,2367.19,1891.95,475.24,Small Business,Card,Returned
ORD-00282,2025-11-19,CUST-0095,Chennai,Furniture,Bookshelf,4.0,5790.92,0.15,19689.14,10923.53,8765.61,Corporate,Card,Returned
ORD-00006,2025-01-24,CUST-0339,Lucknow,Office Supplies,File Folder,4.0,77.06,0.0,308.22,268.18,40.05,Small Business,Card,Completed
ORD-00409,2025-07-25,CUST-0205,Lucknow,Office Supplies,Notebook,3.0,123.29,0.0,369.86,252.12,117.74,Corporate,Bank Transfer,Completed
ORD-00671,2025-04-01,CUST-0081,Mumbai,Clothing,T-Shirt,1.0,649.11,0.2,519.29,364.89,154.4,Small Business,Cash,Pending
ORD-00098,2025-10-06,CUST-0194,Hyderabad,Clothing,Cap,6.0,475.85,0.2,2284.1,1519.47,764.63,Corporate,Bank Transfer,Completed
ORD-00306,2025-01-05,CUST-0176,Pune,Office Supplies,Cabinet,8.0,5170.76,0.0,41366.09,33663.95,7702.14,Small Business,Cash,Pending
ORD-00363,2025-07-09,CUST-0196,Jaipur,Office Supplies,Shoes,7.0,2555.85,0.05,16996.43,14069.71,2926.73,Consumer,UPI,Completed
ORD-00899,2025-04-18,CUST-0243,Bangalore,Electronics,Headphones,4.0,2662.24,0.05,10116.52,5804.74,4311.78,Corporate,Card,Cancelled
ORD-00267,2025-05-18,CUST-0253,Bangalore,Furniture,Table,5.0,8617.43,0.1,38778.45,28435.94,10342.5,Consumer,Card,Completed
ORD-00426,2025-07-31,CUST-0309,Jaipur,Clothing,Jacket,3.0,2610.37,0.05,7439.55,5932.95,1506.61,Corporate,UPI,Returned
ORD-00307,2025-02-22,CUST-0053,Mumbai,Office Supplies,Table,7.0,7787.78,0.0,54514.43,31453.76,23060.67,Consumer,UPI,Completed
ORD-00927,2025-12-31,CUST-0275,Chennai,Electronics,Mouse,8.0,997.57,0.0,7980.56,6618.67,1361.88,Corporate,Card,Completed
ORD-00498,2025-05-13,CUST-0096,Unknown,Furniture,Table,6.0,7187.19,0.2,34498.52,20016.8,14481.72,Corporate,UPI,Completed
ORD-00119,2025-08-16,CUST-0228,Delhi,Clothing,Jacket,6.0,2802.7,0.05,15975.36,8914.64,7060.72,Small Business,Card,Completed
ORD-00784,2025-04-15,CUST-0146,Bangalore,Clothing,T-Shirt,6.0,735.19,0.0,4411.11,2565.18,1845.93,Consumer,Card,Completed
ORD-00251,2025-01-31,CUST-0317,Bangalore,Furniture,Chair,8.0,5297.24,0.1,38140.15,27724.52,10415.62,Small Business,Bank Transfer,Returned
ORD-00352,2025-11-05,CUST-0163,Chennai,Electronics,Monitor,1.0,11411.78,0.05,10841.19,6443.53,4397.65,Small Business,Card,Returned
ORD-00010,2025-12-02,CUST-0256,Mumbai,Electronics,Jacket,6.0,2938.75,0.05,6204.61,10822.84,5928.04,Consumer,Bank Transfer,Returned
ORD-00197,2025-03-23,CUST-0256,Bangalore,Clothing,Jeans,6.0,1730.89,0.05,9866.07,7954.19,1911.88,Corporate,Unknown,Pending
ORD-00612,2025-12-17,CUST-0330,Hyderabad,Furniture,Chair,8.0,4898.5,0.1,35269.22,30380.66,4888.55,Consumer,Bank Transfer,Pending
ORD-00082,2025-05-03,CUST-0089,Pune,Electronics,Mouse,2.0,936.05,0.05,1778.5,1292.62,485.88,Corporate,Cash,Completed
ORD-00383,2025-11-28,CUST-0305,Delhi,Clothing,Cap,6.0,430.03,0.2,2064.14,1523.47,540.67,Consumer,UPI,Completed
ORD-00484,2025-07-04,CUST-0123,Pune,Electronics,Monitor,3.0,12788.57,0.0,38365.7,24862.9,13502.8,Small Business,Cash,Completed
ORD-00681,2025-01-07,CUST-0209,Hyderabad,Electronics,Headphones,2.0,2809.27,0.2,4494.84,2784.63,1710.2,Consumer,Card,Completed
ORD-00240,2025-04-26,CUST-0154,Chennai,Furniture,Bookshelf,8.0,7415.14,0.05,56355.06,40723.43,15631.64,Consumer,Card,Pending
ORD-00904,2025-09-01,CUST-0056,Mumbai,Furniture,Table,7.0,7863.08,0.05,52289.51,31954.88,20334.63,Small Business,UPI,Cancelled
ORD-00907,2025-07-20,CUST-0081,Delhi,Electronics,Keyboard,6.0,1487.22,0.15,7584.83,4224.08,-3360.75,Consumer,Cash,Completed
ORD-00531,2025-12-19,CUST-0194,Lucknow,Office Supplies,File Folder,4.0,100.09,0.0,400.36,350.21,50.15,Corporate,UPI,Returned
ORD-00785,2025-10-20,CUST-0093,Pune,Office Supplies,File Folder,1.0,93.34,0.2,74.68,52.2,22.47,Small Business,Bank Transfer,Completed
ORD-00228,2025-12-15,CUST-0106,Lucknow,Furniture,Desk,8.0,2058.515,0.0,63601.87,45320.55,18281.32,Small Business,Bank Transfer,Completed
ORD-00867,2025-11-17,CUST-0321,Bangalore,Furniture,Desk,5.0,9073.01,0.0,45365.06,31329.45,14035.61,Corporate,Cash,Completed
ORD-00345,2025-05-02,CUST-0304,Chennai,Electronics,Mouse,3.0,2058.515,0.05,2772.37,1695.93,1076.45,Corporate,UPI,Returned
ORD-00807,2025-10-23,CUST-0162,Delhi,Clothing,Jeans,1.0,1817.8,0.15,1545.13,1015.2,529.93,Small Business,Cash,Completed
ORD-00934,2025-08-15,CUST-0323,Chennai,Furniture,Desk,6.0,7766.57,0.05,44269.44,26755.96,17513.48,Small Business,Cash,Completed
ORD-00429,2025-07-15,CUST-0075,Delhi,Office Supplies,Stapler,2.0,154.97,0.0,309.95,218.76,1718.415,Small Business,Cash,Returned
ORD-00542,2025-11-23,CUST-0296,Bangalore,Furniture,Cabinet,7.0,5851.65,0.0,40961.52,34412.14,6549.38,Small Business,UPI,Returned
ORD-00969,2025-09-15,CUST-0064,Delhi,Office Supplies,Pen,6.0,37.24,0.75,201.08,165.34,35.74,Small Business,UPI,Returned
ORD-00738,2025-09-07,CUST-0057,Chennai,Furniture,Table,5.0,7110.82,0.15,30221.0,23279.42,6941.59,Consumer,Bank Transfer,Returned
ORD-00653,2025-12-16,CUST-0156,Mumbai,Clothing,Shoes,6.0,2656.8,0.1,14346.7,12014.21,2332.49,Small Business,Bank Transfer,Completed
ORD-00008,2025-11-22,CUST-0088,Jaipur,Electronics,Pen,2.0,36.18,0.2,57.89,35.34,22.55,Small Business,Card,Completed
ORD-00156,2025-09-18,CUST-0186,Bangalore,Clothing,Jacket,2.0,2945.07,0.15,5006.63,2883.27,2123.36,Small Business,Cash,Completed
ORD-00548,2025-07-07,CUST-0299,Lucknow,Electronics,Headphones,3.0,2298.0,0.1,6204.61,3773.98,2430.63,Consumer,Card,Completed
ORD-00546,2025-11-02,CUST-0009,Delhi,Clothing,Shoes,1.0,2832.05,0.1,2548.84,1948.29,600.55,Small Business,Card,Completed
ORD-00603,2025-09-17,CUST-0013,Delhi,Electronics,Keyboard,2.0,1594.55,0.15,2710.73,2180.06,530.67,Consumer,Bank Transfer,Cancelled
ORD-00781,2025-03-26,CUST-0162,Jaipur,Office Supplies,File Folder,6.0,86.04,0.15,438.82,275.65,163.17,Small Business,Bank Transfer,Completed
ORD-00788,2025-08-20,CUST-0167,Delhi,Office Supplies,File Folder,1.0,82.35,0.2,65.88,38.32,27.57,Corporate,Card,Completed
ORD-00573,2025-04-29,CUST-0119,Jaipur,Electronics,Monitor,4.0,11161.3,0.2,35716.17,29999.72,5716.45,Small Business,Cash,Completed
ORD-00588,2025-01-29,CUST-0335,Pune,Office Supplies,File Folder,3.0,93.62,0.05,266.81,194.29,72.52,Consumer,UPI,Completed
ORD-00585,2025-03-09,CUST-0104,Hyderabad,Office Supplies,Printer Paper,3.0,383.36,0.0,1150.09,741.49,408.6,Corporate,Cash,Cancelled
ORD-00945,2025-05-11,CUST-0127,Bangalore,Office Supplies,Notebook,8.0,128.15,0.05,973.96,854.45,119.51,Corporate,Card,Completed
ORD-00810,2025-12-11,CUST-0335,Jaipur,Clothing,Jeans,7.0,1831.2,0.15,10895.66,8619.71,2275.94,Small Business,UPI,Pending
ORD-00423,2025-09-16,CUST-0069,Mumbai,Electronics,Monitor,8.0,10735.19,0.2,68705.19,47188.51,21516.68,Corporate,Bank Transfer,Completed
ORD-00537,2025-01-17,CUST-0104,Delhi,Electronics,Monitor,3.0,10351.54,0.05,29501.88,16400.05,13101.83,Consumer,Cash,Pending
ORD-00590,2025-02-17,CUST-0154,Bangalore,Office Supplies,File Folder,6.0,97.05,0.0,582.29,424.26,158.02,Corporate,UPI,Completed
ORD-00717,2025-06-28,CUST-0160,Mumbai,Clothing,T-Shirt,5.0,697.66,0.15,593.01,456.66,136.35,Consumer,UPI,Completed
ORD-00936,2025-03-26,CUST-0102,Mumbai,Office Supplies,Desk,8.0,9858.02,0.1,70977.75,44038.76,26938.98,Corporate,Card,Pending
ORD-00835,2025-07-10,CUST-0157,Jaipur,Electronics,Keyboard,3.0,1415.86,0.0,4247.57,3481.98,765.59,Consumer,UPI,Completed
ORD-00229,2025-10-16,CUST-0030,Hyderabad,Clothing,T-Shirt,7.0,597.38,0.15,3554.44,2504.66,1049.77,Consumer,Bank Transfer,Returned
ORD-00358,2025-11-01,CUST-0315,Mumbai,Clothing,Jeans,2.0,1718.39,0.1,3093.1,2650.0,443.1,Small Business,Bank Transfer,Returned
ORD-00213,2025-06-27,CUST-0227,Jaipur,Office Supplies,Pen,5.0,34.69,0.0,173.45,126.85,46.6,Consumer,UPI,Returned
ORD-00080,2025-10-13,CUST-0214,Jaipur,Furniture,Cabinet,4.0,5527.75,0.0,22110.99,17474.57,4636.42,Consumer,Card,Cancelled
ORD-00149,2025-08-25,CUST-0232,Delhi,Office Supplies,Printer Paper,2.0,486.45,0.1,875.61,543.95,331.66,Corporate,Cash,Completed
ORD-00303,2025-04-14,CUST-0068,Hyderabad,Electronics,Mouse,1.0,797.57,0.15,677.94,475.95,201.99,Corporate,UPI,Completed
ORD-00530,2025-02-24,CUST-0065,Delhi,Office Supplies,Notebook,3.0,119.28,0.2,286.26,216.72,69.54,Corporate,Bank Transfer,Completed
ORD-00332,2025-08-19,CUST-0239,Mumbai,Furniture,Desk,2.0,9285.59,0.05,17642.62,11084.59,6558.03,Consumer,UPI,Pending
ORD-00799,2025-04-05,CUST-0041,Jaipur,Clothing,Cap,3.0,466.12,0.05,1328.45,765.47,562.99,Corporate,UPI,Returned
ORD-00892,2025-08-06,CUST-0194,Pune,Furniture,Table,4.0,7413.32,0.1,26687.97,20290.23,6397.73,Corporate,Card,Completed
ORD-00343,2025-05-24,CUST-0030,Delhi,Office Supplies,Pen,4.0,45.15,0.0,180.61,132.52,48.09,Corporate,Bank Transfer,Cancelled
ORD-00134,2025-12-03,CUST-0137,Pune,Office Supplies,File Folder,1.0,95.32,0.2,76.26,59.62,16.64,Corporate,Cash,Completed
ORD-00811,2025-03-08,CUST-0089,Pune,Furniture,Cabinet,2.0,5937.37,0.15,10093.53,5751.77,4341.76,Corporate,Card,Completed
ORD-00312,2025-09-11,CUST-0198,Jaipur,Furniture,Table,1.0,7208.56,0.05,6204.61,4861.44,1986.69,Small Business,Cash,Completed
ORD-00448,2025-12-13,CUST-0332,Jaipur,Clothing,Cap,3.0,525.21,0.1,1418.07,875.87,542.21,Small Business,UPI,Completed
ORD-00317,2025-05-06,CUST-0045,Chennai,Electronics,Keyboard,4.0,1605.61,0.0,6422.42,4660.09,1762.33,Small Business,Bank Transfer,Completed
ORD-00716,2025-10-14,CUST-0315,Bangalore,Electronics,Mouse,4.0,887.78,0.05,3373.56,2429.46,944.1,Small Business,Cash,Pending
ORD-00836,2025-08-04,CUST-0025,Delhi,Office Supplies,Stapler,3.0,173.55,0.2,416.53,349.77,66.76,Consumer,UPI,Completed
ORD-00622,2025-05-31,CUST-0032,Delhi,Office Supplies,Notebook,7.0,129.75,0.05,862.86,715.12,147.74,Small Business,UPI,Cancelled
ORD-00539,2025-02-10,CUST-0240,Mumbai,Office Supplies,Pen,4.0,38.61,0.15,131.28,101.65,29.63,Consumer,Cash,Completed
ORD-00827,2025-05-13,CUST-0322,Mumbai,Office Supplies,Stapler,1.0,167.21,0.1,150.49,100.65,49.83,Small Business,UPI,Completed
ORD-00406,2025-11-26,CUST-0119,Mumbai,Electronics,Monitor,2.0,13745.43,0.1,24741.77,20457.4,4284.37,Small Business,Bank Transfer,Completed
ORD-00173,2025-08-31,CUST-0130,Lucknow,Furniture,Chair,7.0,4847.76,0.2,27147.44,20448.28,6699.16,Corporate,Cash,Returned
ORD-00126,2025-08-07,CUST-0056,Delhi,Office Supplies,Stapler,8.0,168.9,0.15,1148.52,777.64,370.88,Consumer,Bank Transfer,Returned
ORD-00658,2025-03-18,CUST-0297,Mumbai,Electronics,Headphones,8.0,2464.24,0.2,15771.13,12023.6,3747.53,Consumer,Card,Completed
ORD-00502,2025-06-03,CUST-0129,Bangalore,Clothing,Shoes,6.0,2779.71,0.15,14176.52,11222.62,2953.9,Small Business,Cash,Pending
ORD-00559,2025-01-28,CUST-0125,Bangalore,Furniture,Bookshelf,2.0,5703.4,0.0,11406.8,9576.72,1830.08,Small Business,Card,Completed
ORD-00914,2025-02-09,CUST-0054,Hyderabad,Furniture,Mouse,2.0,776.33,0.1,1397.39,1215.17,182.22,Corporate,UPI,Pending
ORD-00091,2025-05-10,CUST-0166,Delhi,Clothing,Cap,2.0,476.16,0.1,857.09,503.49,353.59,Corporate,Cash,Pending
ORD-00950,2025-10-18,CUST-0109,Hyderabad,Furniture,Desk,2.0,8609.54,0.15,14636.22,11835.59,2800.62,Consumer,Card,Completed
ORD-00182,2025-09-23,CUST-0199,Mumbai,Office Supplies,Pen,3.0,39.5,0.15,100.72,73.53,-27.19,Consumer,Cash,Completed
ORD-00275,2025-01-19,CUST-0185,Chennai,Clothing,Cap,7.0,503.05,0.2,2817.06,2267.35,549.71,Small Business,Cash,Completed
ORD-00906,2025-04-30,CUST-0150,Mumbai,Furniture,Desk,5.0,9432.82,0.05,44805.88,35945.2,8860.68,Corporate,Cash,Pending
ORD-00070,2025-01-15,CUST-0254,Pune,Office Supplies,Stapler,7.0,172.64,0.1,1087.61,946.97,140.64,Corporate,UPI,Completed
ORD-00292,2025-08-23,CUST-0290,Jaipur,Office Supplies,Laptop,5.0,119.73,0.05,568.74,374.51,194.23,Consumer,Bank Transfer,Cancelled
ORD-00132,2025-05-28,CUST-0308,Lucknow,Electronics,Headphones,7.0,2230.06,0.0,15610.44,11255.89,4354.55,Small Business,UPI,Completed
ORD-00301,2025-06-15,CUST-0146,Mumbai,Clothing,Jeans,8.0,1621.22,0.1,11672.82,7493.19,4179.63,Consumer,UPI,Cancelled
ORD-00431,2025-07-19,CUST-0122,Hyderabad,Electronics,Keyboard,4.0,1732.25,0.2,5543.21,3877.95,1665.26,Consumer,UPI,Returned
ORD-00327,2025-06-21,CUST-0001,Delhi,Electronics,Headphones,6.0,2565.13,0.0,15390.79,12250.99,3139.8,Consumer,Bank Transfer,Returned
ORD-00145,2025-04-24,CUST-0171,Mumbai,Clothing,Cap,5.0,467.98,0.1,2105.92,1568.85,537.06,Corporate,Card,Completed
ORD-00430,2025-03-16,CUST-0032,Jaipur,Electronics,Mouse,5.0,917.51,0.1,4128.78,2360.36,1768.42,Consumer,UPI,Completed
